line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names;standard characters
3621;lem;Nomaande;Nomaande language;;nic-bod;Bantoid;;;;Latn;;
3622;len;Honduran Lenca;Honduran Lenca language;;nai-len;Lencan;;;;Latn;Lenca,Lencan;
3623;leo;Leti (Cameroon);Leti (Cameroon) language;;nic-bco;Benue-Congo;;;;;Leti;
3624;lep;Lepcha;Lepcha language;;tbq;Tibeto-Burman;;;;Lepc;;
3625;leq;Lembena;Lembena language;;;;;;;;
3626;ler;Lenkau;Lenkau language;;poz-aay;Admiralty Islands;;;;;;
3627;les;Lese;Lese language;;;;;;;;
3628;let;Lesing-Gelimi;Lesing-Gelimi language;;poz-ocw;Western Oceanic;;;;;;
3629;leu;Kara (New Guinea);Kara (New Guinea) language;;poz-ocw;Western Oceanic;;;;;Kara (Papua New Guinea),Kara,Lemakot;
3630;lev;Lamma;Lamma language;;;;;;;;
3631;lew;Ledo Kaili;Ledo Kaili language;;poz-kal;Kaili-Pamona;;;;Latn;Rai,Tara,Ta'a,Taa,Central Kaili,East Kaili,Ledo,Edo,Ado,Doi,Ija,Tawaili,Palu,Parigi,Sigi;
3632;lex;Luang;Luang language;;;;;;;;
3633;ley;Lemolang;Lemolang language;;;;;;;;
3634;lez;Lezgi;Lezgi language;;cau-lzg;Lezghian;;autodetect;;Cyrl;Lezgian,Lezgin;
3635;lfa;Lefa;Lefa language;;;;;;;;
3636;lfn;Lingua Franca Nova;Lingua Franca Nova language;appendix-constructed;art;constructed;;;;Latn,Cyrl;;
3637;lg;Luganda;Luganda language;;bnt;Bantu;sortkey;autodetect;;Latn;Ganda,Oluganda;
3638;lga;Lungga;Lungga language;;poz-ocw;Western Oceanic;;;;;;
3639;lgb;Laghu;Laghu language;;poz-ocw;Western Oceanic;;;;;;
3640;lgg;Lugbara;Lugbara language;;csu;Central Sudanic;;;;;;
3641;lgh;Laghuu;Laghuu language;;tbq-lol;Loloish;;;;;Xá Phó,Phù Lá Lão;
3642;lgi;Lengilu;Lengilu language;;poz-swa;North Sarawakan;;;;;;
3643;lgk;Neverver;Neverver language;;poz-vnc;North-Central Vanuatu;;;;Latn;Lingarak;
3644;lgl;Wala;Wala language;;poz-sls;Southeast Solomonic;;;;;;
3645;lgm;Lega-Mwenga;Lega-Mwenga language;;bnt;Bantu;;;;;Lega-Ntara,Lega Ntara,Lega Mwenga,Mwenga Lega,Lower Lega,Upper Lega,Eastern Lega,Northern Lega,Isile,Ishile,Kisile,Mwenda-Liga;
3646;lgn;Opuuo;Opuuo language;;;;;;;Opo,Opuo,Opo-Shita,Shita,Shiita,Cita,Ciita,Ansita,Kina,Kwina,T'apo;
3647;lgq;Logba;Logba language;;alv-kwa;Kwa;;;;Latn;Ikpana;
3648;lgr;Lengo;Lengo language;;poz-sls;Southeast Solomonic;;;;;;
3649;lgt;Pahi;Pahi language;;;;;;;;
3650;lgu;Longgu;Longgu language;;poz-sls;Southeast Solomonic;;;;;;
3651;lgz;Ligenza;Ligenza language;;;;;;;;
3652;lha;Laha (Vietnam);Laha (Vietnam) language;;qfa-tak;Tai-Kadai;;;;;Laha,La Ha;
3653;lhh;Laha (Indonesia);Laha (Indonesia) language;;poz;Malayo-Polynesian;;;;;Laha,Central Ambon;
3654;lhi;Lahu Shi;Lahu Shi language;;tbq-lol;Loloish;;;;;;
3655;lhl;Lahul Lohar;Lahul Lohar language;;;;;;;;
3656;lhn;Lahanan;Lahanan language;;;;;;;;
3657;lhp;Lhokpu;Lhokpu language;;sit;Sino-Tibetan;;;;;;
3658;lhs;Mlahsö;Mlahsö language;;sem-ara;Aramaic;;;;;;
3659;lht;Lo-Toga;Lo-Toga language;;poz-vnc;North-Central Vanuatu;;;;;;
3660;lhu;Lahu;Lahu language;;tbq-lol;Loloish;;;;;;
3661;li;Limburgish;Limburgish language;;gmw;West Germanic;;;;Latn;Limburgan,Limburgian,Limburgic;
3662;lia;West-Central Limba;West-Central Limba language;;;;;;;;
3663;lib;Likum;Likum language;;poz-aay;Admiralty Islands;;;;;;
3664;lic;Hlai;Hlai language;;qfa-tak;Tai-Kadai;;;;;Bouhin,Heitu,Ha Em,Zhongsha,Lauhut,Baoding,Tongzha,tongshi,Zandui,Baoting,Nadou,Dongfang,Changjiang,Moyjaw,Xifang,Baisha,Yuanmen;
3665;lid;Nyindrou;Nyindrou language;;poz-aay;Admiralty Islands;;;;;;
3666;lie;Likila;Likila language;;;;;;;;
3667;lif;Limbu;Limbu language;;tbq;Tibeto-Burman;;;;Limb;;
3668;lig;Ligbi;Ligbi language;;;;;;;;
3669;lih;Lihir;Lihir language;;poz-ocw;Western Oceanic;;;;;;
3670;lii;Lingkhim;Lingkhim language;;;;;;;;
3671;lij;Ligurian;Ligurian language;;roa;Romance;;;;Latn;;
3672;lik;Lika;Lika language;;;;;;;;
3673;lil;Lillooet;Lillooet language;;;;;;;;
3674;lio;Liki;Liki language;;poz-ocw;Western Oceanic;;;;;;
3675;lip;Sekpele;Sekpele language;;;;;;;;
3676;liq;Libido;Libido language;;cus;Cushitic;;;;;;
3677;lir;Liberian English;Liberian English language;;;;;;;;
3678;lis;Lisu;Lisu language;;tbq-lol;Loloish;;;;Lisu;;
3679;liu;Logorik;Logorik language;;sdv;Eastern Sudanic;;;;;;
3680;liv;Livonian;Livonian language;;fiu-fin;Finnic;;;;Latn;;
3681;liw;Col;Col language;;;;;;;;
3682;lix;Liabuku;Liabuku language;;;;;;;;
3683;liy;Banda-Bambari;Banda-Bambari language;;;;;;;;
3684;liz;Libinza;Libinza language;;;;;;;;
3685;lja;Golpa;Golpa language;;aus-yol;Yolngu;;;;Latn;;
3686;lje;Rampi;Rampi language;;poz;Malayo-Polynesian;;;;;;
3687;lji;Laiyolo;Laiyolo language;;;;;;;;
3688;ljl;Li'o;Li'o language;;;;;;;;
3689;ljp;Lampung Api;Lampung Api language;;poz-lgx;Lampungic;;;;Latn;;
3690;ljw;Yirandali;Yirandali language;;;;;;;;
3691;ljx;Yuru;Yuru language;;;;;;;;
3692;lka;Lakalei;Lakalei language;;plf;Central Malayo-Polynesian;;;;;;
3693;lkb;Kabras;Kabras language;;;;;;;;
3694;lkc;Kucong;Kucong language;;tbq-lol;Loloish;;;;;;
3695;lkd;Lakondê;Lakondê language;;sai-nmk;Nambikwaran;;;;Latn;;
3696;lke;Kenyi;Kenyi language;;;;;;;;
3697;lkh;Lakha;Lakha language;;;;;;;;
3698;lki;Laki;Laki language;;ira-wes;Western Iranian;;;;fa-Arab;;
3699;lkj;Remun;Remun language;;;;;;;;
3700;lkl;Laeko-Libuat;Laeko-Libuat language;;qfa-tor;Torricelli;;;;;;
3701;lkm;Kalaamaya;Kalaamaya language;;;;;;;;
3702;lkn;Lakon;Lakon language;;poz-vnc;North-Central Vanuatu;;;;;;
3703;lko;Khayo;Khayo language;;;;;;;;
3704;lkr;Päri;Päri language;;sdv;Eastern Sudanic;;;;;;
3705;lks;Kisa;Kisa language;;;;;;;;
3706;lkt;Lakota;Lakota language;;sio;Siouan;;;;Latn;Lakhota;
3707;lku;Kungkari;Kungkari language;;;;;;;;
3708;lky;Lokoya;Lokoya language;;sdv;Eastern Sudanic;;;;;;
3709;lla;Lala-Roba;Lala-Roba language;;;;;;;;
3710;llb;Lolo;Lolo language;;;;;;;;
3711;llc;Lele (Guinea);Lele (Guinea) language;;dmn;Mande;;;;;Lele;
3712;lld;Ladin;Ladin language;;roa;Romance;;;;Latn;;
3713;lle;Lele (New Guinea);Lele (New Guinea) language;;poz-oce;Oceanic;;;;;Lele (Papua New Guinea),Lele,Lele Hai;
3714;llf;Hermit;Hermit language;;poz-aay;Admiralty Islands;;;;;;
3715;llg;Lole;Lole language;;plf;Central Malayo-Polynesian;;;;;;
3716;llh;Lamu;Lamu language;;tbq-lol;Loloish;;;;;;
3717;lli;Teke-Laali;Teke-Laali language;;;;;;;;
3718;llj;Ladji-Ladji;Ladji-Ladji language;;aus-pam;Pama-Nyungan;;;;;Ledji-Ledji;
3719;llk;Lelak;Lelak language;;poz-swa;North Sarawakan;;;;;;
3720;lll;Lilau;Lilau language;;qfa-tor;Torricelli;;;;;;
3721;llm;Lasalimu;Lasalimu language;;;;;;;;
3722;lln;Lele (Chad);Lele (Chad) language;;cdc-est;East Chadic;;;;;Lele;
3723;llo;Khlor;Khlor language;;mkh;Mon-Khmer;;;;;;
3724;llp;North Efate;North Efate language;;poz-vnc;North-Central Vanuatu;;;;Latn;Efate,Vate,Vaté,Nguna;
3725;llq;Lolak;Lolak language;;phi;Philippine;;;;;;
3726;lls;Lithuanian Sign Language;Lithuanian Sign Language;;sgn;sign;;;;;;
3727;llu;Lau;Lau language;;poz-sls;Southeast Solomonic;;;;Latn;;
3728;llx;Lauan;Lauan language;;poz-occ;Central-Eastern Oceanic;;;;;;
3729;lma;East Limba;East Limba language;;;;;;;;
3730;lmb;Merei;Merei language;;poz-vnc;North-Central Vanuatu;;;;;;
3731;lmc;Limilngan;Limilngan language;;;;;;;;
3732;lmd;Lumun;Lumun language;;;;;;;;
3733;lme;Pévé;Pévé language;;;;;;;;
3734;lmf;South Lembata;South Lembata language;;;;;;;;
3735;lmg;Lamogai;Lamogai language;;poz-ocw;Western Oceanic;;;;;;
3736;lmh;Lambichhong;Lambichhong language;;;;;;;;
3737;lmi;Lombi;Lombi language;;;;;;;;
3738;lmj;West Lembata;West Lembata language;;;;;;;;
3739;lmk;Lamkang;Lamkang language;;tbq-kuk;Kukish;;;;;;
3740;lml;Raga;Raga language;;poz-vnc;North-Central Vanuatu;;;;Latn;Hano,Bwatvenua,Lamalanga,Vunmarama,Loltong;
3741;lmn;Lambadi;Lambadi language;;inc;Indo-Aryan;;;;;Banjari,Goar-boali;
3742;lmo;Lombard;Lombard language;;roa;Romance;;;;Latn;;
3743;lmp;Limbum;Limbum language;;nic-bod;Bantoid;;;;Latn;;
3744;lmq;Lamatuka;Lamatuka language;;;;;;;;
3745;lmr;Lamalera;Lamalera language;;;;;;;;
3746;lmu;Lamenu;Lamenu language;;poz-vnc;North-Central Vanuatu;;;;;;
3747;lmv;Lomaiviti;Lomaiviti language;;poz-occ;Central-Eastern Oceanic;;;;;;
3748;lmw;Lake Miwok;Lake Miwok language;;nai-you;Yok-Utian;;;;Latn;;
3749;lmx;Laimbue;Laimbue language;;;;;;;;
3750;lmy;Lamboya;Lamboya language;;plf;Central Malayo-Polynesian;;;;Latn;;
3751;lmz;Lumbee;Lumbee language;;;;;;Latn;;
3752;ln;Lingala;Lingala language;;bnt;Bantu;;;;Latn;Ngala;
3753;lna;Langbashe;Langbashe language;;;;;;;;
3754;lnb;Mbalanhu;Mbalanhu language;;;;;;;;
3755;lnd;Lun Bawang;Lun Bawang language;;poz-swa;North Sarawakan;;;;Latn;;
3756;lnh;Lanoh;Lanoh language;;;;;;;;
3757;lni;Daantanai';Daantanai' language;;;;;;;;
3758;lnj;Linngithigh;Linngithigh language;;;;;;;Linngithig,Leningitij;
3759;lnl;South Central Banda;South Central Banda language;;;;;;;;
3760;lnm;Langam;Langam language;;paa;Papuan;;;;Latn;;
3761;lnn;Lorediakarkar;Lorediakarkar language;;poz-vnc;North-Central Vanuatu;;;;;;
3762;lno;Lango (Sudan);Lango (Sudan) language;;sdv;Eastern Sudanic;;;;;Lango,Lango (South Sudan),Langgo;
3763;lns;Lamnso';Lamnso' language;;;;;;;;
3764;lnu;Longuda;Longuda language;;nic;Niger-Congo;;;;Latn;;
3765;lnw;Lanima;Lanima language;;aus-pam;Pama-Nyungan;;;;Latn;;
3766;lnz;Lonzo;Lonzo language;;nic-bco;Benue-Congo;;;;Latn;;
3767;lo;Lao;Lao language;;tai-swe;Southwestern Tai;sortkey;;;Laoo;Laotian;
3768;loa;Loloda;Loloda language;;paa;Papuan;;;;Latn;;
3769;lob;Lobi;Lobi language;;;;;;;;
3770;loc;Inonhan;Inonhan language;;phi;Philippine;;;;;;
3771;lod;Berawan;Berawan language;;poz-swa;North Sarawakan;;;;Latn;Central Berawan,East Berawan,West Berawan,Long Terawan,Batu Belah,Long Teru,Long Jegan,Long Pata;
3772;loe;Saluan;Saluan language;;;;;;;;
3773;lof;Logol;Logol language;;;;;;;;
3774;log;Logo;Logo language;;csu;Central Sudanic;;;;;;
3775;loh;Narim;Narim language;;sdv;Eastern Sudanic;;;;;;
3776;loi;Lomakka;Lomakka language;;nic;Niger-Congo;;;;;Loma;
3777;loj;Lou;Lou language;;poz-aay;Admiralty Islands;;;;Latn;;
3778;lok;Loko;Loko language;;dmn;Mande;;;;Latn;;
3779;lol;Mongo;Mongo language;;bnt;Bantu;;;;Latn;;
3780;lom;Looma;Looma language;;dmn;Mande;;;;;Loma;
3781;lon;Malawi Lomwe;Malawi Lomwe language;;;;;;;;
3782;loo;Lombo;Lombo language;;;;;;;;
3783;lop;Lopa;Lopa language;;;;;;;;
3784;loq;Lobala;Lobala language;;;;;;;;
3785;lor;Téén;Téén language;;;;;;;;
3786;los;Loniu;Loniu language;;poz-aay;Admiralty Islands;;;;;;
3787;lot;Lotuko;Lotuko language;;sdv;Eastern Sudanic;;;;;;
3788;lou;Louisiana Creole French;Louisiana Creole French language;;crp;creole or pidgin;;;;Latn;Louisiana Creole,Kréyol;
3789;lov;Lopi;Lopi language;;;;;;;;
3790;low;Tampias Lobu;Tampias Lobu language;;;;;;;;
3791;lox;Loun;Loun language;;plf;Central Malayo-Polynesian;;;;;;
3792;loz;Lozi;Lozi language;;bnt;Bantu;;;;Latn;;
3793;lpa;Lelepa;Lelepa language;;poz-vnc;North-Central Vanuatu;;;;;;
3794;lpe;Lepki;Lepki language;;;;;;;;
3795;lpn;Long Phuri Naga;Long Phuri Naga language;;;;;;;;
3796;lpo;Lipo;Lipo language;;tbq-lol;Loloish;;;;Plrd;Eastern Lisu;
3797;lpx;Lopit;Lopit language;;sdv;Eastern Sudanic;;;;;;
3798;lra;Rara Bakati';Rara Bakati' language;;;;;;;;
3799;lrc;Northern Luri;Northern Luri language;;ira-wes;Western Iranian;;;;fa-Arab;;
3800;lre;Laurentian;Laurentian language;;iro;Iroquoian;;;;Latn;St. Lawrence Iroquoian;
3801;lrg;Laragia;Laragia language;;;;;;;;
3802;lri;Marachi;Marachi language;;;;;;;;
3803;lrk;Loarki;Loarki language;;;;;;;Gade Lohar;
3804;lrl;Lari;Lari language;;ira-wes;Western Iranian;;;;fa-Arab;Achomi;
3805;lrm;Marama;Marama language;;;;;;;;
3806;lrn;Lorang;Lorang language;;;;;;;;
3807;lro;Laro;Laro language;;;;;;;;
3808;lrr;Southern Lorung;Southern Lorung language;;;;;;;Yamphe,Southern Yamphe,Yamphu,Southern Yamphu;
3809;lrt;Larantuka Malay;Larantuka Malay language;;poz-mly;Malayic;;;;Latn;;
3810;lrv;Larevat;Larevat language;;poz-vnc;North-Central Vanuatu;;;;;;
3811;lrz;Lemerig;Lemerig language;;poz-vnc;North-Central Vanuatu;;;;;;
3812;lsa;Lasgerdi;Lasgerdi language;;ira-wes;Western Iranian;;;;;;
3813;lsd;Lishana Deni;Lishana Deni language;;sem-ara;Aramaic;;;;Hebr;Betanure Jewish Neo-Aramaic;
3814;lse;Lusengo;Lusengo language;;;;;;;;
3815;lsg;Lyons Sign Language;Lyons Sign Language;;sgn;sign;;;;;;
3816;lsh;Lish;Lish language;;;;;;;;
3817;lsi;Lashi;Lashi language;;tbq-brm;Burmish;;;;;Lacid,Lachik,Leqi;
3818;lsl;Latvian Sign Language;Latvian Sign Language;;sgn;sign;;;;;;
3819;lsm;Saamia;Saamia language;;;;;;;;
3820;lso;Laos Sign Language;Laos Sign Language;;sgn;sign;;;;;Laotian Sign Language;
3821;lsp;Panamanian Sign Language;Panamanian Sign Language;;sgn;sign;;;;;;
3822;lsr;Aruop;Aruop language;;qfa-tor;Torricelli;;;;;Srenge,Sreengge,Lawu;
3823;lss;Lasi;Lasi language;;inc;Indo-Aryan;;;;Arab;;
3824;lst;Trinidad and Tobago Sign Language;Trinidad and Tobago Sign Language;;sgn;sign;;;;;;
3825;lsy;Mauritian Sign Language;Mauritian Sign Language;;sgn;sign;;;;;;
3826;lt;Lithuanian;Lithuanian language;;bat;Baltic;;autodetect;;Latn;;
3827;ltc;Middle Chinese;Middle Chinese language;;zhx;Sinitic;;;;Hani;Late Middle Chinese,Early Middle Chinese;
3828;ltg;Latgalian;Latgalian language;;bat;Baltic;;;;Latn;;
3829;lti;Leti (Indonesia);Leti (Indonesia) language;;plf;Central Malayo-Polynesian;;;;Latn;Leti;
3830;ltn;Latundê;Latundê language;;sai-nmk;Nambikwaran;;;;Latn;;
3831;lto;Olutsotso;Olutsotso language;;;;;;;;
3832;lts;Lutachoni;Lutachoni language;;;;;;;;
3833;ltu;Latu;Latu language;;;;;;;;
3834;lu;Luba-Katanga;Luba-Katanga language;;bnt;Bantu;;;;Latn;;
3835;lua;Tshiluba;Tshiluba language;;bnt;Bantu;;;;Latn;;
3836;luc;Aringa;Aringa language;;csu;Central Sudanic;;;;;;
3837;lud;Ludian;Ludian language;;fiu-fin;Finnic;;;;Latn;Ludic,Lude;
3838;lue;Luvale;Luvale language;;bnt;Bantu;;;;Latn;;
3839;luf;Laua;Laua language;;;;;;;;
3840;lui;Luiseño;Luiseño language;;azc-cup;Cupan;;autodetect;;Latn;Luiseno,Juaneño,Juaneno;
3841;luj;Luna;Luna language;;;;;;;;
3842;luk;Lunanakha;Lunanakha language;;;;;;;;
3843;lul;Olu'bo;Olu'bo language;;;;;;;;
3844;lum;Luimbi;Luimbi language;;;;;;;;
3845;lun;Lunda;Lunda language;;bnt;Bantu;;;;Latn;;
3846;luo;Luo;Luo language;;sdv;Eastern Sudanic;;;;Latn;Dholuo;
3847;lup;Lumbu;Lumbu language;;;;;;;;
3848;luq;Lucumi;Lucumi language;;;;;;;;
3849;lur;Laura;Laura language;;;;;;;;
3850;lus;Mizo;Mizo language;;tbq-kuk;Kukish;;;;Latn;Lushai,Lushei;
3851;lut;Lushootseed;Lushootseed language;;sal;Salishan;;;;Latn;;
3852;luu;Lumba-Yakkha;Lumba-Yakkha language;;;;;;;;
3853;luv;Luwati;Luwati language;;;;;;;;
3854;luy;Luhya;Luhya language;;bnt;Bantu;;;;Latn;;
3855;luz;Southern Luri;Southern Luri language;;ira-wes;Western Iranian;;;;fa-Arab;;
3856;lv;Latvian;Latvian language;;bat;Baltic;;autodetect;;Latn;Lettish,Lett;
3857;lva;Maku'a;Maku'a language;;;;;;;;
3858;lvk;Lavukaleve;Lavukaleve language;;paa;Papuan;;;;Latn;;
3859;lvu;Levuka;Levuka language;;;;;;;;
3860;lwa;Lwalu;Lwalu language;;;;;;;;
3861;lwe;Lewo Eleng;Lewo Eleng language;;;;;;;;
3862;lwg;Oluwanga;Oluwanga language;;;;;;;;
3863;lwh;White Lachi;White Lachi language;;;;;;;;
3864;lwl;Eastern Lawa;Eastern Lawa language;;aav;Austro-Asiatic;;;;Thai,Latn;;
3865;lwm;Laomian;Laomian language;;tbq-lol;Loloish;;;;;;
3866;lwo;Luwo;Luwo language;;sdv;Eastern Sudanic;;;;Latn;Jur,Giur;
3867;lwt;Lewotobi;Lewotobi language;;;;;;;;
3868;lwu;Lawu;Lawu language;;;;;;;;
3869;lww;Lewo;Lewo language;;poz-vnc;North-Central Vanuatu;;;;;;
3870;lya;Layakha;Layakha language;;;;;;;;
3871;lyg;Lyngngam;Lyngngam language;;aav;Austro-Asiatic;;;;;;
3872;lyn;Luyana;Luyana language;;;;;;;;
3873;lzh;Literary Chinese;Literary Chinese language;;zhx;Sinitic;;;;Hani;;
3874;lzl;Litzlitz;Litzlitz language;;poz-vnc;North-Central Vanuatu;;;;;;
3875;lzn;Leinong Naga;Leinong Naga language;;;;;;;;
3876;lzz;Laz;Laz language;;ccs-zan;Zan;;autodetect;;Geor,Latn;;
3877;maa;San Jerónimo Tecóatl Mazatec;San Jerónimo Tecóatl Mazatec language;;omq-maz;Mazatecan;;;;Latn;;
3878;mab;Yutanduchi Mixtec;Yutanduchi Mixtec language;;omq-mix;Mixtecan;;;;Latn;;
3879;mad;Madurese;Madurese language;;poz-msa;Malayo-Sumbawan;;;;Latn;;
3880;mae;Bo-Rukul;Bo-Rukul language;;;;;;;;
3881;maf;Mafa;Mafa language;;;;;;;;
3882;mag;Magahi;Magahi language;;inc;Indo-Aryan;;;;;;
3883;mai;Maithili;Maithili language;;inc;Indo-Aryan;;;;Tirh,Kthi,Deva;;
3884;maj;Jalapa De Díaz Mazatec;Jalapa De Díaz Mazatec language;;omq-maz;Mazatecan;;;;Latn;;
3885;mak;Makasar;Makasar language;;poz-ssw;South Sulawesi;;;;Latn;;
3886;mam;Mam;Mam language;;;;;;;;
3887;man;Mandingo;Mandingo language;;;;;;;;
3888;map-ata-pro;Proto-Atayalic;Proto-Atayalic language;reconstructed;map-ata;Atayalic;;;exceptional;Latinx;;
3889;map-bms;Banyumasan;Banyumasan language;;map;Austronesian;;;exceptional;Latn;;
3890;map-pro;Proto-Austronesian;Proto-Austronesian language;reconstructed;map;Austronesian;;;exceptional;Latinx;;
3891;maq;Chiquihuitlán Mazatec;Chiquihuitlán Mazatec language;;omq-maz;Mazatecan;;;;Latn;;
3892;mas;Maasai;Maasai language;;sdv;Eastern Sudanic;;;;Latn;;
3893;mat;Matlatzinca;Matlatzinca language;;omq;Oto-Manguean;;;;Latn;San Francisco Matlatzinca,San Francisco Oxtotilpa Matlatzinca;
3894;mau;Huautla Mazatec;Huautla Mazatec language;;omq-maz;Mazatecan;;;;Latn;;
3895;mav;Sateré-Mawé;Sateré-Mawé language;;tup;Tupian;;;;Latn;;
3896;maw;Mampruli;Mampruli language;;nic-gur;Gur;;;;Latn;;
3897;max;North Moluccan Malay;North Moluccan Malay language;;;;;;;;
3898;maz;Central Mazahua;Central Mazahua language;;;;;;;;
3899;mba;Higaonon;Higaonon language;;phi;Philippine;;;;;;
3900;mbb;Western Bukidnon Manobo;Western Bukidnon Manobo language;;phi;Philippine;;;;;;
3901;mbc;Macushi;Macushi language;;sai-car;Cariban;;;;Latn;Makushi,Makusi,Makuxi,Macusi,Macussi,Teweya;
3902;mbd;Dibabawon Manobo;Dibabawon Manobo language;;phi;Philippine;;;;;;
3903;mbe;Molale;Molale language;;;;;;;;
3904;mbf;Baba Malay;Baba Malay language;;;;;;;;
3905;mbh;Mangseng;Mangseng language;;poz-ocw;Western Oceanic;;;;;;
3906;mbi;Ilianen Manobo;Ilianen Manobo language;;phi;Philippine;;;;;;
3907;mbj;Nadëb;Nadëb language;;;;;;;;
3908;mbk;Malol;Malol language;;poz-ocw;Western Oceanic;;;;;;
3909;mbl;Maxakalí;Maxakalí language;;;;;;;;
3910;mbm;Ombamba;Ombamba language;;;;;;;;
3911;mbn;Macaguán;Macaguán language;;sai-guh;Guahiban;;;;Latn;;
3912;mbo;Mbo (Cameroon);Mbo (Cameroon) language;;bnt;Bantu;;;;;Mbo;
3913;mbp;Wiwa;Wiwa language;;;;;;Latn;Damana,Malayo;
3914;mbq;Maisin;Maisin language;;;;;;;;
3915;mbr;Nukak Makú;Nukak Makú language;;;;;;;;
3916;mbs;Sarangani Manobo;Sarangani Manobo language;;phi;Philippine;;;;;;
3917;mbt;Matigsalug Manobo;Matigsalug Manobo language;;phi;Philippine;;;;;;
3918;mbu;Mbula-Bwazza;Mbula-Bwazza language;;;;;;;;
3919;mbv;Mbulungish;Mbulungish language;;alv-sng;Senegambian;;;;Latn;;
3920;mbw;Maring;Maring language;;;;;;;;
3921;mbx;Sepik Mari;Sepik Mari language;;paa-spk;Sepik;;;;;Mari (East Sepik Province);
3922;mby;Memoni;Memoni language;;;;;;;;
3923;mbz;Amoltepec Mixtec;Amoltepec Mixtec language;;omq-mix;Mixtecan;;;;Latn;;
3924;mca;Maca;Maca language;;sai-mtc;Matacoan;;;;Latn;;
3925;mcb;Machiguenga;Machiguenga language;;awd;Arawakan;;;;Latn;;
3926;mcc;Bitur;Bitur language;;;;;;;;
3927;mcd;Sharanahua;Sharanahua language;;sai-pan;Panoan;;;;Latn;;
3928;mce;Itundujia Mixtec;Itundujia Mixtec language;;omq-mix;Mixtecan;;;;Latn;;
3929;mcf;Matsés;Matsés language;;sai-pan;Panoan;;;;Latn;;
3930;mcg;Mapoyo;Mapoyo language;;sai-car;Cariban;;;;Latn;;
3931;mch;Maquiritari;Maquiritari language;;sai-car;Cariban;;;;Latn;Makiritare,Ye'kwana,Ye'kuana,Yekuana,De'kwana,So'to,Maiongong;
3932;mci;Mese;Mese language;;;;;;;;
3933;mcj;Mvanip;Mvanip language;;nic-bod;Bantoid;;;;Latn;;
3934;mck;Mbunda;Mbunda language;;bnt;Bantu;;;;Latn;;
3935;mcl;Macaguaje;Macaguaje language;;sai-tuc;Tucanoan;;;;Latn;;
3936;mcm;Kristang;Kristang language;;crp;creole or pidgin;;;;Latn;Malacca Creole Portuguese,Malaccan Creole Portuguese;
3937;mcn;Masana;Masana language;;cdc-mas;Masa;;;;;Massa,Masa;
3938;mco;Coatlán Mixe;Coatlán Mixe language;;nai-miz;Mixe-Zoquean;;;;Latn;;
3939;mcp;Makaa;Makaa language;;;;;;;;
3940;mcq;Ese;Ese language;;;;;;;;
3941;mcr;Menya;Menya language;;;;;;;;
3942;mcs;Mambai;Mambai language;;;;;;;;
3943;mct;Mengisa;Mengisa language;;;;;;;;
3944;mcu;Cameroon Mambila;Cameroon Mambila language;;nic-bod;Bantoid;;;;Latn;;
3945;mcv;Minanibai;Minanibai language;;;;;;;;
3946;mcw;Mahwa;Mahwa language;;cdc-est;East Chadic;;;;Latn;Mawa (Chad),Mawa;
3947;mcx;Mpiemo;Mpiemo language;;;;;;;;
3948;mcy;South Watut;South Watut language;;poz-ocw;Western Oceanic;;;;;;
3949;mcz;Mawan;Mawan language;;;;;;;;
3950;mda;Mada (Nigeria);Mada (Nigeria) language;;nic-bco;Benue-Congo;;;;Latn;Mada;
3951;mdb;Morigi;Morigi language;;;;;;;;
3952;mdc;Male;Male language;;;;;;;;
3953;mdd;Mbum;Mbum language;;;;;;;;
3954;mde;Bura Mabang;Bura Mabang language;;ssa;Nilo-Saharan;;;;;;
3955;mdf;Moksha;Moksha language;;urj-mdv;Mordvinic;;;;Cyrl;Mordvin;
3956;mdg;Massalat;Massalat language;;;;;;;;
3957;mdh;Maguindanao;Maguindanao language;;phi;Philippine;;;;;;
3958;mdi;Mamvu;Mamvu language;;;;;;;;
3959;mdj;Mangbetu;Mangbetu language;;;;;;;;
3960;mdk;Mangbutu;Mangbutu language;;;;;;;;
3961;mdl;Maltese Sign Language;Maltese Sign Language;;sgn;sign;;;;;;
3962;mdm;Mayogo;Mayogo language;;nic-ubg;Ubangian;;;;Latn;;
3963;mdn;Mbati;Mbati language;;;;;;;;
3964;mdp;Mbala;Mbala language;;;;;;;;
3965;mdq;Mbole;Mbole language;;;;;;;;
3966;mdr;Mandar;Mandar language;;poz-ssw;South Sulawesi;;;;Bugi;;
3967;mds;Maria;Maria language;;;;;;;Maria (New Guinea),Maria (Papua New Guinea);
3968;mdt;Mbere;Mbere language;;;;;;;;
3969;mdu;Mboko;Mboko language;;;;;;;;
3970;mdv;Santa Lucía Monteverde Mixtec;Santa Lucía Monteverde Mixtec language;;omq-mix;Mixtecan;;;;Latn;;
3971;mdw;Mbosi;Mbosi language;;;;;;;;
3972;mdx;Dizin;Dizin language;;;;;;;;
3973;mdy;Maale;Maale language;;;;;;;;
3974;mdz;Suruí Do Pará;Suruí Do Pará language;;tup-gua;Tupi-Guarani;;;;Latn;;
3975;mea;Menka;Menka language;;nic-grf;Grassfields;;;;Latn;;
3976;meb;Ikobi-Mena;Ikobi-Mena language;;ngf;Trans-New Guinea;;;;Latn;Ikobi,Mena,Ikobi-Mina;
